state,naics_sector,motivation,n_firms,n_emp
44,61,To expand the range of goods or services,0,0
44,61,To adopt standards and accreditation,0,0
44,61,Some other reason,0,0
45,61,To automate tasks performed by labor,0,0
45,61,To upgrade outdated processes or methods,0,0
45,61,To improve quality or reliability of processes or methods,0,0
45,61,To expand the range of goods or services,0,0
45,61,To adopt standards and accreditation,0,0
45,61,Some other reason,0,0
46,61,To automate tasks performed by labor,0,0
46,61,To upgrade outdated processes or methods,0,0
46,61,To improve quality or reliability of processes or methods,0,0
46,61,To expand the range of goods or services,0,0
46,61,To adopt standards and accreditation,0,0
46,61,Some other reason,0,0
47,61,To automate tasks performed by labor,0,0
47,61,To adopt standards and accreditation,0,0
47,61,To upgrade outdated processes or methods,0,0
47,61,To improve quality or reliability of processes or methods,0,0
47,61,To expand the range of goods or services,0,0
47,61,Some other reason,0,0
48,61,To automate tasks performed by labor,0,0
48,61,To upgrade outdated processes or methods,0,0
48,61,To improve quality or reliability of processes or methods,0,0
48,61,To expand the range of goods or services,0,0
48,61,To adopt standards and accreditation,0,0
48,61,Some other reason,0,0
49,61,To automate tasks performed by labor,0,0
49,61,To upgrade outdated processes or methods,0,0
49,61,To expand the range of goods or services,0,0
49,61,To improve quality or reliability of processes or methods,0,0
49,61,To adopt standards and accreditation,0,0
49,61,Some other reason,0,0
50,61,To automate tasks performed by labor,0,0
50,61,To upgrade outdated processes or methods,0,0
50,61,To improve quality or reliability of processes or methods,0,0
50,61,To expand the range of goods or services,0,0
50,61,To adopt standards and accreditation,0,0
50,61,Some other reason,0,0
51,61,To automate tasks performed by labor,0,0
51,61,To upgrade outdated processes or methods,0,0
51,61,To improve quality or reliability of processes or methods,0,0
51,61,To expand the range of goods or services,0,0
51,61,To adopt standards and accreditation,0,0
51,61,Some other reason,0,0
53,61,To automate tasks performed by labor,0,0
53,61,To upgrade outdated processes or methods,0,0
53,61,To improve quality or reliability of processes or methods,0,0
53,61,To expand the range of goods or services,0,0
53,61,To adopt standards and accreditation,0,0
53,61,Some other reason,0,0
54,61,To upgrade outdated processes or methods,0,0
54,61,To automate tasks performed by labor,0,0
54,61,To improve quality or reliability of processes or methods,0,0
54,61,To expand the range of goods or services,0,0
54,61,To adopt standards and accreditation,0,0
54,61,Some other reason,0,0
55,61,To expand the range of goods or services,0,0
55,61,To automate tasks performed by labor,0,0
55,61,To upgrade outdated processes or methods,0,0
55,61,To improve quality or reliability of processes or methods,0,0
55,61,To adopt standards and accreditation,0,0
55,61,Some other reason,0,0
56,61,To automate tasks performed by labor,0,0
56,61,To upgrade outdated processes or methods,0,0
56,61,To improve quality or reliability of processes or methods,0,0
56,61,To expand the range of goods or services,0,0
56,61,To adopt standards and accreditation,0,0
56,61,Some other reason,0,0
01,62,To automate tasks performed by labor,0,0
01,62,To upgrade outdated processes or methods,0,0
01,62,To improve quality or reliability of processes or methods,0,0
01,62,To expand the range of goods or services,0,0
01,62,To adopt standards and accreditation,0,0
01,62,Some other reason,0,0
02,62,To automate tasks performed by labor,0,0
02,62,To upgrade outdated processes or methods,0,0
02,62,To improve quality or reliability of processes or methods,0,0
02,62,To expand the range of goods or services,0,0
02,62,To adopt standards and accreditation,0,0
02,62,Some other reason,0,0
04,62,To automate tasks performed by labor,0,0
04,62,To upgrade outdated processes or methods,0,0
04,62,To improve quality or reliability of processes or methods,0,0
04,62,To expand the range of goods or services,0,0
04,62,To adopt standards and accreditation,0,0
04,62,Some other reason,0,0
05,62,To automate tasks performed by labor,0,0
05,62,To upgrade outdated processes or methods,0,0
05,62,To improve quality or reliability of processes or methods,0,0
05,62,To expand the range of goods or services,0,0
05,62,To adopt standards and accreditation,0,0
05,62,Some other reason,0,0
06,62,To automate tasks performed by labor,882,21539
06,62,To upgrade outdated processes or methods,1087,19414
06,62,Some other reason,429,2357
06,62,To improve quality or reliability of processes or methods,1613,30549
06,62,To expand the range of goods or services,586,17168
06,62,To adopt standards and accreditation,464,10481
08,62,To expand the range of goods or services,0,0
08,62,To automate tasks performed by labor,0,0
08,62,To upgrade outdated processes or methods,0,0
08,62,To improve quality or reliability of processes or methods,0,0
08,62,To adopt standards and accreditation,0,0
08,62,Some other reason,0,0
09,62,To upgrade outdated processes or methods,0,0
09,62,To automate tasks performed by labor,0,0
09,62,To improve quality or reliability of processes or methods,0,0
09,62,To expand the range of goods or services,0,0
09,62,To adopt standards and accreditation,0,0
09,62,Some other reason,0,0
10,62,To improve quality or reliability of processes or methods,0,0
10,62,To automate tasks performed by labor,0,0
10,62,To upgrade outdated processes or methods,0,0
10,62,To expand the range of goods or services,0,0
10,62,To adopt standards and accreditation,0,0
10,62,Some other reason,0,0
11,62,To automate tasks performed by labor,0,0
11,62,To upgrade outdated processes or methods,0,0
11,62,To improve quality or reliability of processes or methods,0,0
11,62,To expand the range of goods or services,0,0
11,62,To adopt standards and accreditation,0,0
11,62,Some other reason,0,0
12,62,To automate tasks performed by labor,305,4611
12,62,To upgrade outdated processes or methods,483,2942
12,62,To improve quality or reliability of processes or methods,554,6054
12,62,To expand the range of goods or services,0,0
12,62,To adopt standards and accreditation,371,1590
12,62,Some other reason,0,0
13,62,To improve quality or reliability of processes or methods,294,4292
13,62,To automate tasks performed by labor,0,0
13,62,To upgrade outdated processes or methods,0,0
13,62,To expand the range of goods or services,0,0
13,62,To adopt standards and accreditation,0,0
13,62,Some other reason,0,0
15,62,To automate tasks performed by labor,0,0
15,62,To upgrade outdated processes or methods,0,0
15,62,To improve quality or reliability of processes or methods,0,0
15,62,To expand the range of goods or services,0,0
15,62,To adopt standards and accreditation,0,0
15,62,Some other reason,0,0
16,62,To automate tasks performed by labor,0,0
16,62,To upgrade outdated processes or methods,0,0
16,62,To improve quality or reliability of processes or methods,0,0
16,62,To expand the range of goods or services,0,0
16,62,To adopt standards and accreditation,0,0
16,62,Some other reason,0,0
17,62,To automate tasks performed by labor,0,0
17,62,To upgrade outdated processes or methods,0,0
17,62,To improve quality or reliability of processes or methods,441,6943
17,62,To expand the range of goods or services,0,0
17,62,To adopt standards and accreditation,0,0
17,62,Some other reason,0,0
18,62,To upgrade outdated processes or methods,0,0
18,62,To automate tasks performed by labor,0,0
18,62,To improve quality or reliability of processes or methods,0,0
18,62,To expand the range of goods or services,0,0
18,62,To adopt standards and accreditation,0,0
18,62,Some other reason,0,0
19,62,To automate tasks performed by labor,0,0
19,62,To upgrade outdated processes or methods,0,0
19,62,To expand the range of goods or services,0,0
19,62,To improve quality or reliability of processes or methods,0,0
19,62,To adopt standards and accreditation,0,0
19,62,Some other reason,0,0
20,62,To automate tasks performed by labor,0,0
20,62,To upgrade outdated processes or methods,0,0
20,62,To improve quality or reliability of processes or methods,0,0
20,62,To expand the range of goods or services,0,0
20,62,To adopt standards and accreditation,0,0
20,62,Some other reason,0,0
21,62,To automate tasks performed by labor,0,0
21,62,To upgrade outdated processes or methods,0,0
21,62,Some other reason,0,0
21,62,To improve quality or reliability of processes or methods,0,0
21,62,To expand the range of goods or services,0,0
21,62,To adopt standards and accreditation,0,0
23,62,To upgrade outdated processes or methods,0,0
23,62,To automate tasks performed by labor,0,0
23,62,To improve quality or reliability of processes or methods,0,0
23,62,To expand the range of goods or services,0,0
23,62,To adopt standards and accreditation,0,0
23,62,Some other reason,0,0
22,62,To automate tasks performed by labor,0,0
22,62,To upgrade outdated processes or methods,0,0
22,62,To improve quality or reliability of processes or methods,0,0
22,62,To expand the range of goods or services,0,0
22,62,To adopt standards and accreditation,0,0
22,62,Some other reason,0,0
24,62,To automate tasks performed by labor,0,0
24,62,To upgrade outdated processes or methods,0,0
24,62,To improve quality or reliability of processes or methods,0,0
24,62,To expand the range of goods or services,0,0
24,62,To adopt standards and accreditation,0,0
24,62,Some other reason,0,0
25,62,To upgrade outdated processes or methods,0,0
25,62,To automate tasks performed by labor,0,0
25,62,To improve quality or reliability of processes or methods,0,0
25,62,To expand the range of goods or services,0,0
25,62,To adopt standards and accreditation,0,0
25,62,Some other reason,0,0
26,62,To automate tasks performed by labor,0,0
26,62,To upgrade outdated processes or methods,0,0
26,62,To improve quality or reliability of processes or methods,0,0
26,62,To expand the range of goods or services,0,0
26,62,To adopt standards and accreditation,0,0
26,62,Some other reason,0,0
27,62,To automate tasks performed by labor,0,0
27,62,To upgrade outdated processes or methods,0,0
27,62,To improve quality or reliability of processes or methods,0,0
27,62,To expand the range of goods or services,0,0
27,62,To adopt standards and accreditation,0,0
27,62,Some other reason,0,0
28,62,To automate tasks performed by labor,0,0
28,62,To upgrade outdated processes or methods,0,0
28,62,To improve quality or reliability of processes or methods,0,0
28,62,To expand the range of goods or services,0,0
28,62,To adopt standards and accreditation,0,0
28,62,Some other reason,0,0
29,62,To automate tasks performed by labor,0,0
29,62,To upgrade outdated processes or methods,0,0
29,62,To improve quality or reliability of processes or methods,0,0
29,62,To expand the range of goods or services,0,0
29,62,To adopt standards and accreditation,0,0
29,62,Some other reason,0,0
30,62,To automate tasks performed by labor,0,0
30,62,To upgrade outdated processes or methods,0,0
30,62,To improve quality or reliability of processes or methods,0,0
30,62,To expand the range of goods or services,0,0
30,62,To adopt standards and accreditation,0,0
30,62,Some other reason,0,0
31,62,To automate tasks performed by labor,0,0
31,62,To upgrade outdated processes or methods,0,0
31,62,To improve quality or reliability of processes or methods,0,0
31,62,To expand the range of goods or services,0,0
31,62,To adopt standards and accreditation,0,0
31,62,Some other reason,0,0
32,62,To automate tasks performed by labor,0,0
32,62,To upgrade outdated processes or methods,0,0
32,62,To improve quality or reliability of processes or methods,0,0
32,62,To expand the range of goods or services,0,0
32,62,To adopt standards and accreditation,0,0
32,62,Some other reason,0,0
33,62,To automate tasks performed by labor,0,0
33,62,To adopt standards and accreditation,0,0
33,62,To upgrade outdated processes or methods,0,0
33,62,To improve quality or reliability of processes or methods,0,0
33,62,To expand the range of goods or services,0,0
33,62,Some other reason,0,0
35,62,To automate tasks performed by labor,0,0
35,62,To upgrade outdated processes or methods,0,0
35,62,To improve quality or reliability of processes or methods,0,0
35,62,To expand the range of goods or services,0,0
35,62,To adopt standards and accreditation,0,0
35,62,Some other reason,0,0
34,62,To automate tasks performed by labor,0,0
34,62,To upgrade outdated processes or methods,0,0
34,62,Some other reason,0,0
34,62,To improve quality or reliability of processes or methods,373,5038
34,62,To expand the range of goods or services,0,0
34,62,To adopt standards and accreditation,0,0
36,62,To automate tasks performed by labor,0,0
36,62,To upgrade outdated processes or methods,0,0
36,62,To improve quality or reliability of processes or methods,0,0
36,62,To expand the range of goods or services,0,0
36,62,To adopt standards and accreditation,0,0
36,62,Some other reason,0,0
37,62,To automate tasks performed by labor,0,0
37,62,To upgrade outdated processes or methods,0,0
37,62,To improve quality or reliability of processes or methods,334,2374
37,62,To expand the range of goods or services,0,0
37,62,To adopt standards and accreditation,0,0
37,62,Some other reason,0,0
38,62,To automate tasks performed by labor,0,0
38,62,To upgrade outdated processes or methods,0,0
38,62,To improve quality or reliability of processes or methods,0,0
38,62,To expand the range of goods or services,0,0
38,62,To adopt standards and accreditation,0,0
38,62,Some other reason,0,0
39,62,To automate tasks performed by labor,0,0
39,62,To upgrade outdated processes or methods,0,0
39,62,To improve quality or reliability of processes or methods,311,6714
39,62,To expand the range of goods or services,0,0
39,62,To adopt standards and accreditation,0,0
39,62,Some other reason,0,0
40,62,To automate tasks performed by labor,0,0
40,62,To upgrade outdated processes or methods,0,0
40,62,To improve quality or reliability of processes or methods,0,0
40,62,To expand the range of goods or services,0,0
40,62,To adopt standards and accreditation,0,0
40,62,Some other reason,0,0
41,62,To automate tasks performed by labor,0,0
41,62,To upgrade outdated processes or methods,0,0
41,62,To improve quality or reliability of processes or methods,0,0
41,62,To expand the range of goods or services,0,0
41,62,To adopt standards and accreditation,0,0
41,62,Some other reason,0,0
42,62,To automate tasks performed by labor,0,0
42,62,To upgrade outdated processes or methods,345,4273
42,62,To improve quality or reliability of processes or methods,509,5283
42,62,To expand the range of goods or services,0,0
42,62,To adopt standards and accreditation,0,0
42,62,Some other reason,0,0
44,62,To automate tasks performed by labor,0,0
44,62,To adopt standards and accreditation,0,0
44,62,To upgrade outdated processes or methods,0,0
44,62,To improve quality or reliability of processes or methods,0,0
44,62,To expand the range of goods or services,0,0
44,62,Some other reason,0,0
45,62,To automate tasks performed by labor,0,0
45,62,To upgrade outdated processes or methods,0,0
45,62,To improve quality or reliability of processes or methods,0,0
45,62,To expand the range of goods or services,0,0
45,62,To adopt standards and accreditation,0,0
45,62,Some other reason,0,0
46,62,To automate tasks performed by labor,0,0
46,62,To upgrade outdated processes or methods,0,0
46,62,To improve quality or reliability of processes or methods,0,0
46,62,To expand the range of goods or services,0,0
46,62,To adopt standards and accreditation,0,0
46,62,Some other reason,0,0
47,62,To automate tasks performed by labor,0,0
47,62,To upgrade outdated processes or methods,0,0
47,62,Some other reason,0,0
47,62,To improve quality or reliability of processes or methods,0,0
47,62,To expand the range of goods or services,0,0
47,62,To adopt standards and accreditation,0,0
48,62,To automate tasks performed by labor,0,0
48,62,To upgrade outdated processes or methods,388,2898
48,62,To improve quality or reliability of processes or methods,732,5248
48,62,To expand the range of goods or services,0,0
48,62,To adopt standards and accreditation,0,0
48,62,Some other reason,0,0
49,62,To automate tasks performed by labor,0,0
49,62,To upgrade outdated processes or methods,0,0
49,62,To improve quality or reliability of processes or methods,0,0
49,62,To expand the range of goods or services,0,0
49,62,To adopt standards and accreditation,0,0
49,62,Some other reason,0,0
50,62,To automate tasks performed by labor,0,0
50,62,To upgrade outdated processes or methods,0,0
50,62,To improve quality or reliability of processes or methods,0,0
50,62,To expand the range of goods or services,0,0
50,62,To adopt standards and accreditation,0,0
50,62,Some other reason,0,0
51,62,To upgrade outdated processes or methods,0,0
51,62,To automate tasks performed by labor,0,0
51,62,To improve quality or reliability of processes or methods,0,0
51,62,To expand the range of goods or services,0,0
51,62,To adopt standards and accreditation,0,0
51,62,Some other reason,0,0
53,62,To automate tasks performed by labor,0,0
53,62,To upgrade outdated processes or methods,0,0
53,62,To improve quality or reliability of processes or methods,0,0
53,62,To expand the range of goods or services,0,0
53,62,To adopt standards and accreditation,0,0
53,62,Some other reason,0,0
54,62,To automate tasks performed by labor,0,0
54,62,To upgrade outdated processes or methods,0,0
54,62,To improve quality or reliability of processes or methods,0,0
54,62,To expand the range of goods or services,0,0
54,62,To adopt standards and accreditation,0,0
54,62,Some other reason,0,0
55,62,To automate tasks performed by labor,0,0
55,62,To upgrade outdated processes or methods,0,0
55,62,To improve quality or reliability of processes or methods,0,0
55,62,To expand the range of goods or services,0,0
55,62,To adopt standards and accreditation,0,0
55,62,Some other reason,0,0
56,62,To automate tasks performed by labor,0,0
56,62,To upgrade outdated processes or methods,0,0
56,62,To improve quality or reliability of processes or methods,0,0
56,62,To expand the range of goods or services,0,0
56,62,To adopt standards and accreditation,0,0
56,62,Some other reason,0,0
01,71,To automate tasks performed by labor,0,0
01,71,To upgrade outdated processes or methods,0,0
01,71,To improve quality or reliability of processes or methods,0,0
01,71,To expand the range of goods or services,0,0
01,71,To adopt standards and accreditation,0,0
01,71,Some other reason,0,0
02,71,To automate tasks performed by labor,0,0
02,71,To upgrade outdated processes or methods,0,0
02,71,To improve quality or reliability of processes or methods,0,0
02,71,To expand the range of goods or services,0,0
02,71,To adopt standards and accreditation,0,0
02,71,Some other reason,0,0
04,71,To automate tasks performed by labor,0,0
04,71,To upgrade outdated processes or methods,0,0
04,71,To improve quality or reliability of processes or methods,0,0
04,71,To expand the range of goods or services,0,0
04,71,To adopt standards and accreditation,0,0
04,71,Some other reason,0,0
05,71,To automate tasks performed by labor,0,0
05,71,To upgrade outdated processes or methods,0,0
05,71,To improve quality or reliability of processes or methods,0,0
05,71,To expand the range of goods or services,0,0
05,71,To adopt standards and accreditation,0,0
05,71,Some other reason,0,0
06,71,To automate tasks performed by labor,0,0
06,71,To upgrade outdated processes or methods,0,0
06,71,To improve quality or reliability of processes or methods,0,0
06,71,To expand the range of goods or services,0,0
06,71,To adopt standards and accreditation,0,0
06,71,Some other reason,0,0
08,71,To automate tasks performed by labor,0,0
08,71,To upgrade outdated processes or methods,0,0
08,71,To improve quality or reliability of processes or methods,0,0
08,71,To expand the range of goods or services,0,0
08,71,To adopt standards and accreditation,0,0
08,71,Some other reason,0,0
09,71,To automate tasks performed by labor,0,0
09,71,To upgrade outdated processes or methods,0,0
09,71,Some other reason,0,0
09,71,To improve quality or reliability of processes or methods,0,0
09,71,To expand the range of goods or services,0,0
09,71,To adopt standards and accreditation,0,0
10,71,To automate tasks performed by labor,0,0
10,71,To upgrade outdated processes or methods,0,0
10,71,To improve quality or reliability of processes or methods,0,0
10,71,To expand the range of goods or services,0,0
10,71,To adopt standards and accreditation,0,0
10,71,Some other reason,0,0
11,71,To automate tasks performed by labor,0,0
11,71,To upgrade outdated processes or methods,0,0
11,71,To improve quality or reliability of processes or methods,0,0
11,71,To expand the range of goods or services,0,0
11,71,To adopt standards and accreditation,0,0
11,71,Some other reason,0,0
12,71,To automate tasks performed by labor,0,0
12,71,To upgrade outdated processes or methods,0,0
12,71,To improve quality or reliability of processes or methods,0,0
12,71,To expand the range of goods or services,0,0
12,71,To adopt standards and accreditation,0,0
12,71,Some other reason,0,0
13,71,To automate tasks performed by labor,0,0
13,71,To upgrade outdated processes or methods,0,0
13,71,To improve quality or reliability of processes or methods,0,0
13,71,To expand the range of goods or services,0,0
13,71,Some other reason,0,0
13,71,To adopt standards and accreditation,0,0
15,71,To automate tasks performed by labor,0,0
15,71,To upgrade outdated processes or methods,0,0
15,71,To improve quality or reliability of processes or methods,0,0
15,71,To expand the range of goods or services,0,0
15,71,To adopt standards and accreditation,0,0
15,71,Some other reason,0,0
16,71,To automate tasks performed by labor,0,0
16,71,To adopt standards and accreditation,0,0
16,71,To upgrade outdated processes or methods,0,0
16,71,To improve quality or reliability of processes or methods,0,0
16,71,To expand the range of goods or services,0,0
16,71,Some other reason,0,0
17,71,To automate tasks performed by labor,0,0
17,71,To upgrade outdated processes or methods,0,0
17,71,To improve quality or reliability of processes or methods,0,0
17,71,To expand the range of goods or services,0,0
17,71,To adopt standards and accreditation,0,0
17,71,Some other reason,0,0
18,71,To automate tasks performed by labor,0,0
18,71,To upgrade outdated processes or methods,0,0
18,71,To improve quality or reliability of processes or methods,0,0
18,71,To expand the range of goods or services,0,0
18,71,To adopt standards and accreditation,0,0
18,71,Some other reason,0,0
19,71,To expand the range of goods or services,0,0
19,71,To automate tasks performed by labor,0,0
19,71,To upgrade outdated processes or methods,0,0
19,71,To improve quality or reliability of processes or methods,0,0
19,71,To adopt standards and accreditation,0,0
19,71,Some other reason,0,0
20,71,To automate tasks performed by labor,0,0
20,71,To upgrade outdated processes or methods,0,0
20,71,To improve quality or reliability of processes or methods,0,0
20,71,To expand the range of goods or services,0,0
20,71,To adopt standards and accreditation,0,0
20,71,Some other reason,0,0
21,71,To automate tasks performed by labor,0,0
21,71,To upgrade outdated processes or methods,0,0
21,71,To improve quality or reliability of processes or methods,0,0
21,71,To expand the range of goods or services,0,0
21,71,To adopt standards and accreditation,0,0
21,71,Some other reason,0,0
23,71,To automate tasks performed by labor,0,0
23,71,To adopt standards and accreditation,0,0
23,71,To upgrade outdated processes or methods,0,0
23,71,To improve quality or reliability of processes or methods,0,0
23,71,To expand the range of goods or services,0,0
23,71,Some other reason,0,0
22,71,To improve quality or reliability of processes or methods,0,0
22,71,To automate tasks performed by labor,0,0
22,71,To upgrade outdated processes or methods,0,0
22,71,To expand the range of goods or services,0,0
22,71,To adopt standards and accreditation,0,0
22,71,Some other reason,0,0
24,71,To automate tasks performed by labor,0,0
24,71,To upgrade outdated processes or methods,0,0
24,71,To improve quality or reliability of processes or methods,0,0
24,71,To expand the range of goods or services,0,0
24,71,To adopt standards and accreditation,0,0
24,71,Some other reason,0,0
25,71,To upgrade outdated processes or methods,0,0
25,71,To automate tasks performed by labor,0,0
25,71,To improve quality or reliability of processes or methods,0,0
25,71,To expand the range of goods or services,0,0
25,71,To adopt standards and accreditation,0,0
25,71,Some other reason,0,0
26,71,To improve quality or reliability of processes or methods,0,0
26,71,To automate tasks performed by labor,0,0
26,71,To upgrade outdated processes or methods,0,0
26,71,To expand the range of goods or services,0,0
26,71,To adopt standards and accreditation,0,0
26,71,Some other reason,0,0
27,71,To automate tasks performed by labor,0,0
27,71,To upgrade outdated processes or methods,0,0
27,71,To improve quality or reliability of processes or methods,0,0
27,71,To expand the range of goods or services,0,0
27,71,To adopt standards and accreditation,0,0
27,71,Some other reason,0,0
28,71,To automate tasks performed by labor,0,0
28,71,To upgrade outdated processes or methods,0,0
28,71,To improve quality or reliability of processes or methods,0,0
28,71,To expand the range of goods or services,0,0
28,71,To adopt standards and accreditation,0,0
28,71,Some other reason,0,0
29,71,To automate tasks performed by labor,0,0
29,71,To upgrade outdated processes or methods,0,0
29,71,To improve quality or reliability of processes or methods,0,0
29,71,To expand the range of goods or services,0,0
29,71,To adopt standards and accreditation,0,0
29,71,Some other reason,0,0
30,71,To automate tasks performed by labor,0,0
30,71,To upgrade outdated processes or methods,0,0
30,71,To improve quality or reliability of processes or methods,0,0
30,71,To expand the range of goods or services,0,0
30,71,To adopt standards and accreditation,0,0
30,71,Some other reason,0,0
31,71,To automate tasks performed by labor,0,0
31,71,To upgrade outdated processes or methods,0,0
31,71,To improve quality or reliability of processes or methods,0,0
31,71,To expand the range of goods or services,0,0
31,71,To adopt standards and accreditation,0,0
31,71,Some other reason,0,0
33,71,To automate tasks performed by labor,0,0
33,71,To upgrade outdated processes or methods,0,0
33,71,To improve quality or reliability of processes or methods,0,0
33,71,To expand the range of goods or services,0,0
33,71,To adopt standards and accreditation,0,0
33,71,Some other reason,0,0
32,71,To automate tasks performed by labor,0,0
32,71,To upgrade outdated processes or methods,0,0
32,71,To improve quality or reliability of processes or methods,0,0
32,71,To adopt standards and accreditation,0,0
32,71,To expand the range of goods or services,0,0
32,71,Some other reason,0,0
35,71,To automate tasks performed by labor,0,0
35,71,To upgrade outdated processes or methods,0,0
35,71,To improve quality or reliability of processes or methods,0,0
35,71,To expand the range of goods or services,0,0
35,71,To adopt standards and accreditation,0,0
35,71,Some other reason,0,0
34,71,To automate tasks performed by labor,0,0
34,71,To upgrade outdated processes or methods,0,0
34,71,To improve quality or reliability of processes or methods,0,0
34,71,To expand the range of goods or services,0,0
34,71,To adopt standards and accreditation,0,0
34,71,Some other reason,0,0
36,71,To automate tasks performed by labor,0,0
36,71,To upgrade outdated processes or methods,0,0
36,71,To improve quality or reliability of processes or methods,0,0
36,71,To expand the range of goods or services,0,0
36,71,To adopt standards and accreditation,0,0
36,71,Some other reason,0,0
37,71,To automate tasks performed by labor,0,0
37,71,To upgrade outdated processes or methods,0,0
37,71,To improve quality or reliability of processes or methods,0,0
37,71,To expand the range of goods or services,0,0
37,71,To adopt standards and accreditation,0,0
37,71,Some other reason,0,0
38,71,To automate tasks performed by labor,0,0
38,71,To upgrade outdated processes or methods,0,0
38,71,To improve quality or reliability of processes or methods,0,0
38,71,To expand the range of goods or services,0,0
38,71,To adopt standards and accreditation,0,0
38,71,Some other reason,0,0
39,71,To automate tasks performed by labor,0,0
39,71,To upgrade outdated processes or methods,0,0
39,71,To improve quality or reliability of processes or methods,0,0
39,71,To expand the range of goods or services,0,0
39,71,To adopt standards and accreditation,0,0
39,71,Some other reason,0,0
40,71,To automate tasks performed by labor,0,0
40,71,To upgrade outdated processes or methods,0,0
40,71,To improve quality or reliability of processes or methods,0,0
40,71,To expand the range of goods or services,0,0
40,71,To adopt standards and accreditation,0,0
40,71,Some other reason,0,0
41,71,To automate tasks performed by labor,0,0
41,71,To upgrade outdated processes or methods,0,0
41,71,To improve quality or reliability of processes or methods,0,0
41,71,To expand the range of goods or services,0,0
41,71,To adopt standards and accreditation,0,0
41,71,Some other reason,0,0
42,71,To automate tasks performed by labor,0,0
42,71,To upgrade outdated processes or methods,0,0
42,71,To improve quality or reliability of processes or methods,0,0
42,71,To expand the range of goods or services,0,0
42,71,To adopt standards and accreditation,0,0
42,71,Some other reason,0,0
44,71,To automate tasks performed by labor,0,0
44,71,To upgrade outdated processes or methods,0,0
44,71,To improve quality or reliability of processes or methods,0,0
44,71,To expand the range of goods or services,0,0
44,71,To adopt standards and accreditation,0,0
44,71,Some other reason,0,0
45,71,To automate tasks performed by labor,0,0
45,71,To upgrade outdated processes or methods,0,0
45,71,To improve quality or reliability of processes or methods,0,0
45,71,To expand the range of goods or services,0,0
45,71,To adopt standards and accreditation,0,0
45,71,Some other reason,0,0
46,71,To automate tasks performed by labor,0,0
46,71,To upgrade outdated processes or methods,0,0
46,71,To improve quality or reliability of processes or methods,0,0
46,71,To expand the range of goods or services,0,0
46,71,To adopt standards and accreditation,0,0
46,71,Some other reason,0,0
47,71,To automate tasks performed by labor,0,0
47,71,To upgrade outdated processes or methods,0,0
47,71,To improve quality or reliability of processes or methods,0,0
47,71,To expand the range of goods or services,0,0
47,71,To adopt standards and accreditation,0,0
47,71,Some other reason,0,0
48,71,To automate tasks performed by labor,0,0
48,71,To upgrade outdated processes or methods,0,0
48,71,To improve quality or reliability of processes or methods,0,0
48,71,To expand the range of goods or services,0,0
48,71,To adopt standards and accreditation,0,0
48,71,Some other reason,0,0
49,71,To automate tasks performed by labor,0,0
49,71,To upgrade outdated processes or methods,0,0
49,71,To improve quality or reliability of processes or methods,0,0
49,71,To expand the range of goods or services,0,0
49,71,To adopt standards and accreditation,0,0
49,71,Some other reason,0,0
50,71,To automate tasks performed by labor,0,0
50,71,To upgrade outdated processes or methods,0,0
50,71,To improve quality or reliability of processes or methods,0,0
50,71,To expand the range of goods or services,0,0
50,71,To adopt standards and accreditation,0,0
50,71,Some other reason,0,0
51,71,To automate tasks performed by labor,0,0
51,71,To upgrade outdated processes or methods,0,0
51,71,Some other reason,0,0
51,71,To improve quality or reliability of processes or methods,0,0
51,71,To expand the range of goods or services,0,0
51,71,To adopt standards and accreditation,0,0
53,71,To automate tasks performed by labor,0,0
53,71,To upgrade outdated processes or methods,0,0
53,71,To improve quality or reliability of processes or methods,0,0
53,71,To expand the range of goods or services,0,0
53,71,To adopt standards and accreditation,0,0
53,71,Some other reason,0,0
54,71,To automate tasks performed by labor,0,0
54,71,To upgrade outdated processes or methods,0,0
54,71,Some other reason,0,0
54,71,To improve quality or reliability of processes or methods,0,0
54,71,To expand the range of goods or services,0,0
54,71,To adopt standards and accreditation,0,0
55,71,To automate tasks performed by labor,0,0
55,71,To upgrade outdated processes or methods,0,0
55,71,To improve quality or reliability of processes or methods,0,0
55,71,To expand the range of goods or services,0,0
55,71,To adopt standards and accreditation,0,0
55,71,Some other reason,0,0
56,71,To automate tasks performed by labor,0,0
56,71,To upgrade outdated processes or methods,0,0
56,71,To improve quality or reliability of processes or methods,0,0
56,71,To expand the range of goods or services,0,0
56,71,To adopt standards and accreditation,0,0
56,71,Some other reason,0,0
01,72,To automate tasks performed by labor,0,0
01,72,To upgrade outdated processes or methods,0,0
01,72,To improve quality or reliability of processes or methods,0,0
01,72,To expand the range of goods or services,0,0
01,72,To adopt standards and accreditation,0,0
01,72,Some other reason,0,0
02,72,To improve quality or reliability of processes or methods,0,0
02,72,To automate tasks performed by labor,0,0
02,72,To upgrade outdated processes or methods,0,0
02,72,To expand the range of goods or services,0,0
02,72,To adopt standards and accreditation,0,0
02,72,Some other reason,0,0
04,72,To automate tasks performed by labor,0,0
04,72,To upgrade outdated processes or methods,0,0
04,72,To improve quality or reliability of processes or methods,0,0
04,72,To expand the range of goods or services,0,0
04,72,To adopt standards and accreditation,0,0
04,72,Some other reason,0,0
05,72,To automate tasks performed by labor,0,0
05,72,To upgrade outdated processes or methods,0,0
05,72,Some other reason,0,0
05,72,To improve quality or reliability of processes or methods,0,0
05,72,To expand the range of goods or services,0,0
