state,NAICS2017,barrier,n_firms,n_emp
01,72,Technology was not mature,0,0
01,72,Lacked access to required data,0,0
01,72,Required data not reliable,0,0
01,72,Lacked access to capital,0,0
01,72,Lacked access to required human capital and talent,0,0
01,72,Laws and regulations,0,0
01,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
01,72,Technology not applicable to this business,1864,38999
01,72,No factors adversely affected the adoption of this technology,2135,76977
02,72,Technology was too expensive,0,0
02,72,Technology was not mature,0,0
02,72,Lacked access to required data,0,0
02,72,Required data not reliable,0,0
02,72,Lacked access to required human capital and talent,0,0
02,72,Laws and regulations,0,0
02,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
02,72,Lacked access to capital,0,0
02,72,Technology not applicable to this business,0,0
02,72,No factors adversely affected the adoption of this technology,652,8339
04,72,Required data not reliable,0,0
04,72,Technology was too expensive,457,15400
04,72,Technology was not mature,109,14290
04,72,Lacked access to required data,0,0
04,72,Lacked access to required human capital and talent,0,0
04,72,Laws and regulations,0,0
04,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
04,72,Lacked access to capital,0,0
04,72,Technology not applicable to this business,3054,94223
04,72,No factors adversely affected the adoption of this technology,3418,106177
05,72,Technology was too expensive,362,7424
05,72,Technology was not mature,0,0
05,72,Lacked access to required data,0,0
05,72,Required data not reliable,0,0
05,72,Lacked access to required human capital and talent,0,0
05,72,Laws and regulations,0,0
05,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
05,72,Lacked access to capital,0,0
05,72,Technology not applicable to this business,1898,41168
05,72,No factors adversely affected the adoption of this technology,1746,67913
06,72,Technology was too expensive,6656,132378
06,72,Technology was not mature,690,53191
06,72,Lacked access to required data,0,0
06,72,Required data not reliable,0,0
06,72,Lacked access to required human capital and talent,0,0
06,72,Laws and regulations,498,8354
06,72,Concerns regarding safety and security (physical security and/or cyber security),411,7255
06,72,Lacked access to capital,720,16621
06,72,Technology not applicable to this business,25403,594218
06,72,No factors adversely affected the adoption of this technology,23135,682453
08,72,Technology was too expensive,733,26963
08,72,Technology was not mature,96,8326
08,72,Laws and regulations,0,0
08,72,Lacked access to required data,0,0
08,72,Required data not reliable,0,0
08,72,Lacked access to required human capital and talent,0,0
08,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
08,72,Lacked access to capital,0,0
08,72,Technology not applicable to this business,3928,125916
08,72,No factors adversely affected the adoption of this technology,4457,136928
09,72,Technology was too expensive,584,11446
09,72,Technology was not mature,0,0
09,72,Lacked access to required data,0,0
09,72,Required data not reliable,0,0
09,72,Lacked access to required human capital and talent,0,0
09,72,Laws and regulations,0,0
09,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
09,72,Lacked access to capital,0,0
09,72,Technology not applicable to this business,2489,31623
09,72,No factors adversely affected the adoption of this technology,2628,61531
10,72,Technology was too expensive,0,0
10,72,Technology was not mature,0,0
10,72,Lacked access to required data,0,0
10,72,Required data not reliable,0,0
10,72,Lacked access to capital,0,0
10,72,Lacked access to required human capital and talent,0,0
10,72,Laws and regulations,0,0
10,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
10,72,Technology not applicable to this business,717,18393
10,72,No factors adversely affected the adoption of this technology,540,6571
11,72,Technology was too expensive,169,4698
11,72,Technology was not mature,0,0
11,72,Lacked access to required data,0,0
11,72,Required data not reliable,0,0
11,72,Lacked access to required human capital and talent,0,0
11,72,Laws and regulations,0,0
11,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
11,72,Lacked access to capital,0,0
11,72,Technology not applicable to this business,696,17925
11,72,No factors adversely affected the adoption of this technology,542,14950
12,72,Technology was too expensive,2635,67217
12,72,Technology was not mature,757,56645
12,72,Lacked access to required data,0,0
12,72,Required data not reliable,0,0
12,72,Lacked access to required human capital and talent,0,0
12,72,Laws and regulations,0,0
12,72,Concerns regarding safety and security (physical security and/or cyber security),327,8326
12,72,Lacked access to capital,0,0
12,72,Technology not applicable to this business,11587,290995
12,72,No factors adversely affected the adoption of this technology,10638,375022
13,72,Technology was too expensive,935,21203
13,72,Technology was not mature,116,19874
13,72,Lacked access to required data,0,0
13,72,Required data not reliable,0,0
13,72,Lacked access to required human capital and talent,0,0
13,72,Laws and regulations,0,0
13,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
13,72,Lacked access to capital,0,0
13,72,Technology not applicable to this business,5390,141107
13,72,No factors adversely affected the adoption of this technology,6010,193057
15,72,Technology was too expensive,195,6497
15,72,Technology was not mature,0,0
15,72,Lacked access to required data,0,0
15,72,Required data not reliable,0,0
15,72,Lacked access to required human capital and talent,0,0
15,72,Laws and regulations,0,0
15,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
15,72,Lacked access to capital,0,0
15,72,Technology not applicable to this business,1019,34420
15,72,No factors adversely affected the adoption of this technology,854,34245
16,72,Technology was too expensive,0,0
16,72,Technology was not mature,0,0
16,72,Lacked access to required data,0,0
16,72,Required data not reliable,0,0
16,72,Lacked access to capital,0,0
16,72,Lacked access to required human capital and talent,0,0
16,72,Laws and regulations,0,0
16,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
16,72,Technology not applicable to this business,1486,21308
16,72,No factors adversely affected the adoption of this technology,964,24287
17,72,Technology was too expensive,1965,27678
17,72,Technology was not mature,344,16491
17,72,Lacked access to required data,0,0
17,72,Required data not reliable,0,0
17,72,Lacked access to required human capital and talent,0,0
17,72,Laws and regulations,0,0
17,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
17,72,Lacked access to capital,407,4001
17,72,Technology not applicable to this business,8602,161881
17,72,No factors adversely affected the adoption of this technology,7121,157601
18,72,Required data not reliable,0,0
18,72,Technology was too expensive,1090,13511
18,72,Technology was not mature,0,0
18,72,Lacked access to required data,0,0
18,72,Lacked access to required human capital and talent,0,0
18,72,Laws and regulations,0,0
18,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
18,72,Lacked access to capital,0,0
18,72,Technology not applicable to this business,4067,107860
18,72,No factors adversely affected the adoption of this technology,3172,92776
19,72,Technology was too expensive,474,7684
19,72,Technology was not mature,0,0
19,72,Lacked access to required data,0,0
19,72,Required data not reliable,0,0
19,72,Lacked access to required human capital and talent,0,0
19,72,Laws and regulations,0,0
19,72,No factors adversely affected the adoption of this technology,2453,63537
19,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
19,72,Lacked access to capital,0,0
19,72,Technology not applicable to this business,1793,34289
20,72,Technology was too expensive,0,0
20,72,Technology was not mature,0,0
20,72,Lacked access to required data,0,0
20,72,Required data not reliable,0,0
20,72,Lacked access to required human capital and talent,0,0
20,72,Laws and regulations,0,0
20,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
20,72,Lacked access to capital,0,0
20,72,Technology not applicable to this business,1587,37564
20,72,No factors adversely affected the adoption of this technology,1554,30841
21,72,Technology was too expensive,495,4799
21,72,Technology was not mature,0,0
21,72,Lacked access to required data,0,0
21,72,Required data not reliable,0,0
21,72,Lacked access to required human capital and talent,0,0
21,72,Laws and regulations,0,0
21,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
21,72,Lacked access to capital,0,0
21,72,Technology not applicable to this business,2289,80743
21,72,No factors adversely affected the adoption of this technology,2053,64657
23,72,Technology was too expensive,0,0
23,72,Technology was not mature,0,0
23,72,Lacked access to required data,0,0
23,72,Required data not reliable,0,0
23,72,Lacked access to required human capital and talent,0,0
23,72,Laws and regulations,0,0
23,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
23,72,Lacked access to capital,0,0
23,72,Technology not applicable to this business,1413,23979
23,72,No factors adversely affected the adoption of this technology,1087,17007
22,72,Technology was too expensive,671,13019
22,72,Technology was not mature,0,0
22,72,Lacked access to required data,0,0
22,72,Required data not reliable,0,0
22,72,Lacked access to required human capital and talent,0,0
22,72,Laws and regulations,0,0
22,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
22,72,Lacked access to capital,0,0
22,72,Technology not applicable to this business,2595,61197
22,72,No factors adversely affected the adoption of this technology,2398,126707
24,72,Technology was too expensive,611,7853
24,72,Technology was not mature,178,9004
24,72,Lacked access to required data,0,0
24,72,Required data not reliable,0,0
24,72,Lacked access to required human capital and talent,158,9132
24,72,Laws and regulations,0,0
24,72,No factors adversely affected the adoption of this technology,4144,107613
24,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
24,72,Lacked access to capital,0,0
24,72,Technology not applicable to this business,2881,55655
25,72,Technology was too expensive,933,14740
25,72,Technology was not mature,0,0
25,72,Lacked access to required data,0,0
25,72,Required data not reliable,0,0
25,72,Lacked access to required human capital and talent,0,0
25,72,Laws and regulations,0,0
25,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
25,72,Lacked access to capital,0,0
25,72,Technology not applicable to this business,5030,84083
25,72,No factors adversely affected the adoption of this technology,4668,99933
26,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
26,72,Lacked access to capital,0,0
26,72,Technology not applicable to this business,6111,140179
26,72,No factors adversely affected the adoption of this technology,5366,138835
26,72,Technology was too expensive,1284,29011
26,72,Technology was not mature,301,25211
26,72,Lacked access to required data,0,0
26,72,Required data not reliable,0,0
26,72,Lacked access to required human capital and talent,0,0
26,72,Laws and regulations,0,0
27,72,Technology was too expensive,1121,27108
27,72,Technology was not mature,0,0
27,72,Lacked access to required data,0,0
27,72,Required data not reliable,0,0
27,72,Lacked access to required human capital and talent,0,0
27,72,Laws and regulations,0,0
27,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
27,72,Lacked access to capital,0,0
27,72,Technology not applicable to this business,4103,61739
27,72,No factors adversely affected the adoption of this technology,3744,143536
28,72,Technology was too expensive,167,4651
28,72,Technology was not mature,0,0
28,72,Lacked access to required data,0,0
28,72,Required data not reliable,0,0
28,72,Lacked access to required human capital and talent,0,0
28,72,Laws and regulations,0,0
28,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
28,72,Lacked access to capital,0,0
28,72,Technology not applicable to this business,1661,73754
28,72,No factors adversely affected the adoption of this technology,1243,58466
29,72,Technology was too expensive,821,17979
29,72,Lacked access to required human capital and talent,0,0
29,72,Technology was not mature,65,8985
29,72,Lacked access to required data,0,0
29,72,Required data not reliable,0,0
29,72,Laws and regulations,0,0
29,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
29,72,Lacked access to capital,0,0
29,72,Technology not applicable to this business,3661,105958
29,72,No factors adversely affected the adoption of this technology,3116,92236
30,72,Technology was too expensive,289,4758
30,72,Technology was not mature,0,0
30,72,Lacked access to required data,0,0
30,72,Required data not reliable,0,0
30,72,Lacked access to required human capital and talent,0,0
30,72,Laws and regulations,0,0
30,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
30,72,Lacked access to capital,0,0
30,72,Technology not applicable to this business,2236,33393
30,72,No factors adversely affected the adoption of this technology,1141,21654
31,72,Technology was too expensive,292,2846
31,72,Technology was not mature,0,0
31,72,Lacked access to required data,0,0
31,72,Required data not reliable,0,0
31,72,Lacked access to required human capital and talent,0,0
31,72,Laws and regulations,0,0
31,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
31,72,Lacked access to capital,0,0
31,72,Technology not applicable to this business,1444,24226
31,72,No factors adversely affected the adoption of this technology,1277,28944
33,72,Technology was too expensive,0,0
33,72,Technology was not mature,0,0
33,72,Lacked access to required data,0,0
33,72,Required data not reliable,0,0
33,72,Lacked access to required human capital and talent,0,0
33,72,Laws and regulations,0,0
33,72,No factors adversely affected the adoption of this technology,1254,18305
33,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
33,72,Lacked access to capital,0,0
33,72,Technology not applicable to this business,1265,26788
32,72,Technology was too expensive,67,11414
32,72,Lacked access to required human capital and talent,0,0
32,72,Technology was not mature,65,41955
32,72,Lacked access to required data,0,0
32,72,Required data not reliable,0,0
32,72,Laws and regulations,0,0
32,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
32,72,Lacked access to capital,0,0
32,72,Technology not applicable to this business,1428,115486
32,72,No factors adversely affected the adoption of this technology,1890,88832
35,72,Technology was too expensive,262,6992
35,72,Technology was not mature,0,0
35,72,Lacked access to required data,0,0
35,72,Required data not reliable,0,0
35,72,Lacked access to required human capital and talent,0,0
35,72,Laws and regulations,0,0
35,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
35,72,Lacked access to capital,0,0
35,72,Technology not applicable to this business,1275,25000
35,72,No factors adversely affected the adoption of this technology,1142,22846
34,72,Technology was too expensive,1835,24917
34,72,Technology was not mature,120,11827
34,72,Lacked access to required data,0,0
34,72,Required data not reliable,0,0
34,72,Lacked access to required human capital and talent,0,0
34,72,Laws and regulations,0,0
34,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
34,72,Lacked access to capital,126,3424
34,72,Technology not applicable to this business,6843,133795
34,72,No factors adversely affected the adoption of this technology,7049,116130
36,72,Technology was too expensive,3782,55639
36,72,Technology was not mature,551,17544
36,72,Lacked access to required data,0,0
36,72,Required data not reliable,0,0
36,72,Lacked access to required human capital and talent,0,0
36,72,Laws and regulations,0,0
36,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
36,72,Lacked access to capital,0,0
36,72,Technology not applicable to this business,15337,197080
36,72,No factors adversely affected the adoption of this technology,14354,251968
37,72,Technology was too expensive,1207,25525
37,72,Technology was not mature,528,30383
37,72,Lacked access to required data,0,0
37,72,Required data not reliable,0,0
37,72,Lacked access to required human capital and talent,0,0
37,72,Laws and regulations,0,0
37,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
37,72,Lacked access to capital,0,0
37,72,Technology not applicable to this business,6095,134445
37,72,No factors adversely affected the adoption of this technology,5856,204875
38,72,Technology was too expensive,267,2375
38,72,Technology was not mature,0,0
38,72,Lacked access to required data,0,0
38,72,Required data not reliable,0,0
38,72,Lacked access to required human capital and talent,0,0
38,72,Laws and regulations,0,0
38,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
38,72,Lacked access to capital,0,0
38,72,Technology not applicable to this business,834,14392
38,72,No factors adversely affected the adoption of this technology,511,11858
39,72,Technology was too expensive,1324,21560
39,72,Technology was not mature,240,16342
39,72,Lacked access to required data,0,0
39,72,Required data not reliable,0,0
39,72,Lacked access to required human capital and talent,0,0
39,72,Laws and regulations,0,0
39,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
39,72,Lacked access to capital,0,0
39,72,Technology not applicable to this business,7516,186078
39,72,No factors adversely affected the adoption of this technology,7573,249749
40,72,Technology was too expensive,139,5574
40,72,Technology was not mature,0,0
40,72,Lacked access to required data,0,0
40,72,Required data not reliable,0,0
40,72,Lacked access to required human capital and talent,0,0
40,72,Laws and regulations,0,0
40,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
40,72,Lacked access to capital,0,0
40,72,Technology not applicable to this business,2293,47011
40,72,No factors adversely affected the adoption of this technology,1845,68132
41,72,Technology was too expensive,788,13964
41,72,Technology was not mature,178,7498
41,72,Laws and regulations,0,0
41,72,Lacked access to required data,0,0
41,72,Required data not reliable,0,0
41,72,Lacked access to required human capital and talent,0,0
41,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
41,72,Lacked access to capital,0,0
41,72,Technology not applicable to this business,4526,72563
41,72,No factors adversely affected the adoption of this technology,2818,64591
42,72,Technology was too expensive,1729,32149
42,72,Technology was not mature,263,31868
42,72,Lacked access to required data,0,0
42,72,Required data not reliable,0,0
42,72,Lacked access to required human capital and talent,268,7936
42,72,Laws and regulations,0,0
42,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
42,72,Lacked access to capital,269,12426
42,72,Technology not applicable to this business,9564,156026
42,72,No factors adversely affected the adoption of this technology,9003,225443
44,72,Technology was too expensive,360,5106
44,72,Technology was not mature,0,0
44,72,Lacked access to required data,0,0
44,72,Required data not reliable,0,0
44,72,Lacked access to required human capital and talent,0,0
44,72,Laws and regulations,0,0
44,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
44,72,Lacked access to capital,0,0
44,72,Technology not applicable to this business,1119,16691
44,72,No factors adversely affected the adoption of this technology,726,14376
45,72,Lacked access to required data,0,0
45,72,Technology was too expensive,609,8920
45,72,Technology was not mature,0,0
45,72,Required data not reliable,0,0
45,72,Lacked access to required human capital and talent,0,0
45,72,Laws and regulations,0,0
45,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
45,72,Lacked access to capital,0,0
45,72,No factors adversely affected the adoption of this technology,3126,111219
45,72,Technology not applicable to this business,2834,86600
46,72,Technology was not mature,0,0
46,72,Technology was too expensive,131,2630
46,72,Lacked access to required data,0,0
46,72,Required data not reliable,0,0
46,72,Lacked access to required human capital and talent,0,0
46,72,Laws and regulations,0,0
46,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
46,72,Lacked access to capital,0,0
46,72,Technology not applicable to this business,936,14868
46,72,No factors adversely affected the adoption of this technology,831,23315
47,72,Technology was not mature,270,14386
47,72,Technology was too expensive,392,9955
47,72,Lacked access to required data,0,0
47,72,Required data not reliable,0,0
47,72,Lacked access to required human capital and talent,0,0
47,72,Laws and regulations,0,0
47,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
47,72,Lacked access to capital,0,0
47,72,Technology not applicable to this business,3461,86932
47,72,No factors adversely affected the adoption of this technology,2790,99394
48,72,Technology was too expensive,2925,81725
48,72,Lacked access to required human capital and talent,0,0
48,72,Technology was not mature,323,69959
48,72,Lacked access to required data,0,0
48,72,Required data not reliable,0,0
48,72,Laws and regulations,0,0
48,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
48,72,Lacked access to capital,521,7395
48,72,Technology not applicable to this business,12690,358262
48,72,No factors adversely affected the adoption of this technology,11096,388178
49,72,Technology was too expensive,542,8473
49,72,Technology was not mature,0,0
49,72,Lacked access to required data,0,0
49,72,Required data not reliable,0,0
49,72,Lacked access to required human capital and talent,0,0
49,72,Laws and regulations,0,0
49,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
49,72,Lacked access to capital,0,0
49,72,Technology not applicable to this business,1913,43369
49,72,No factors adversely affected the adoption of this technology,1487,34193
50,72,Laws and regulations,0,0
50,72,Technology was too expensive,0,0
50,72,Technology was not mature,0,0
50,72,Lacked access to required data,0,0
50,72,Required data not reliable,0,0
50,72,Lacked access to required human capital and talent,0,0
50,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
50,72,Lacked access to capital,0,0
50,72,Technology not applicable to this business,623,8472
50,72,No factors adversely affected the adoption of this technology,527,8736
51,72,Technology was too expensive,1025,18593
51,72,Technology was not mature,172,16251
51,72,Lacked access to required data,0,0
51,72,Required data not reliable,0,0
51,72,Lacked access to required human capital and talent,0,0
51,72,Laws and regulations,0,0
51,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
51,72,Lacked access to capital,118,8524
51,72,Technology not applicable to this business,6506,136834
51,72,No factors adversely affected the adoption of this technology,4560,120319
53,72,Technology was too expensive,821,20538
53,72,Technology was not mature,283,22630
53,72,Lacked access to required data,0,0
53,72,Required data not reliable,0,0
53,72,Lacked access to required human capital and talent,0,0
53,72,Laws and regulations,0,0
53,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
53,72,Lacked access to capital,0,0
53,72,Technology not applicable to this business,6132,120270
53,72,No factors adversely affected the adoption of this technology,4685,97697
54,72,Technology was too expensive,0,0
54,72,Technology was not mature,0,0
54,72,Lacked access to required data,0,0
54,72,Required data not reliable,0,0
54,72,Lacked access to required human capital and talent,0,0
54,72,Laws and regulations,0,0
54,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
54,72,Lacked access to capital,0,0
54,72,Technology not applicable to this business,1365,30906
54,72,No factors adversely affected the adoption of this technology,1346,46373
55,72,Technology was too expensive,1048,16576
55,72,Technology was not mature,0,0
55,72,Lacked access to required data,0,0
55,72,Required data not reliable,0,0
55,72,Lacked access to required human capital and talent,0,0
55,72,Laws and regulations,0,0
55,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
55,72,Lacked access to capital,0,0
55,72,Technology not applicable to this business,5877,94177
55,72,No factors adversely affected the adoption of this technology,4546,86518
56,72,Technology was too expensive,0,0
56,72,Technology was not mature,0,0
56,72,Lacked access to required data,0,0
56,72,Required data not reliable,0,0
56,72,Lacked access to required human capital and talent,0,0
56,72,Laws and regulations,0,0
56,72,Concerns regarding safety and security (physical security and/or cyber security),0,0
56,72,Lacked access to capital,0,0
56,72,Technology not applicable to this business,460,10046
56,72,No factors adversely affected the adoption of this technology,873,25004
01,81,Technology was too expensive,0,0
01,81,Technology was not mature,0,0
01,81,Lacked access to required data,0,0
01,81,Required data not reliable,0,0
01,81,Lacked access to required human capital and talent,0,0
01,81,Laws and regulations,0,0
01,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
01,81,Lacked access to capital,0,0
01,81,Technology not applicable to this business,1970,13004
01,81,No factors adversely affected the adoption of this technology,1729,18362
02,81,Technology was too expensive,0,0
02,81,Technology was not mature,0,0
02,81,Lacked access to required data,0,0
02,81,Required data not reliable,0,0
02,81,Lacked access to required human capital and talent,0,0
02,81,Laws and regulations,0,0
02,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
02,81,Lacked access to capital,0,0
02,81,Technology not applicable to this business,527,3045
02,81,No factors adversely affected the adoption of this technology,181,568
04,81,Technology was too expensive,0,0
04,81,Technology was not mature,0,0
04,81,Lacked access to required data,0,0
04,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
04,81,Required data not reliable,0,0
04,81,Lacked access to required human capital and talent,0,0
04,81,Laws and regulations,0,0
04,81,Lacked access to capital,304,1123
04,81,Technology not applicable to this business,2380,26725
04,81,No factors adversely affected the adoption of this technology,2217,23874
05,81,Technology was too expensive,0,0
05,81,Technology was not mature,0,0
05,81,Lacked access to required data,0,0
05,81,Required data not reliable,0,0
05,81,Lacked access to required human capital and talent,0,0
05,81,Laws and regulations,0,0
05,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
05,81,Lacked access to capital,0,0
05,81,Technology not applicable to this business,1570,8136
05,81,No factors adversely affected the adoption of this technology,663,6739
06,81,Technology was too expensive,3174,25411
06,81,Technology was not mature,563,10201
06,81,Lacked access to required data,0,0
06,81,Required data not reliable,0,0
06,81,Lacked access to required human capital and talent,480,7691
06,81,Laws and regulations,368,1832
06,81,Concerns regarding safety and security (physical security and/or cyber security),274,5245
06,81,Lacked access to capital,404,3217
06,81,Technology not applicable to this business,17807,107790
06,81,No factors adversely affected the adoption of this technology,13988,120061
08,81,Technology was too expensive,374,1618
08,81,Technology was not mature,0,0
08,81,Lacked access to required data,0,0
08,81,Required data not reliable,0,0
08,81,Lacked access to required human capital and talent,0,0
08,81,Laws and regulations,0,0
08,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
08,81,Lacked access to capital,0,0
08,81,Technology not applicable to this business,3675,18620
08,81,No factors adversely affected the adoption of this technology,2825,16789
09,81,Required data not reliable,0,0
09,81,Technology was too expensive,533,3206
09,81,Technology was not mature,0,0
09,81,Lacked access to required data,0,0
09,81,Lacked access to required human capital and talent,0,0
09,81,Laws and regulations,0,0
09,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
09,81,Lacked access to capital,0,0
09,81,Technology not applicable to this business,2792,14148
09,81,No factors adversely affected the adoption of this technology,1785,11836
10,81,Technology was too expensive,0,0
10,81,Technology was not mature,0,0
10,81,Lacked access to required data,0,0
10,81,Required data not reliable,0,0
10,81,Lacked access to required human capital and talent,0,0
10,81,Laws and regulations,0,0
10,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
10,81,Lacked access to capital,0,0
10,81,Technology not applicable to this business,0,0
10,81,No factors adversely affected the adoption of this technology,0,0
11,81,Technology was too expensive,0,0
11,81,Technology was not mature,0,0
11,81,Lacked access to required data,0,0
11,81,Required data not reliable,0,0
11,81,Lacked access to required human capital and talent,0,0
11,81,Laws and regulations,0,0
11,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
11,81,Lacked access to capital,0,0
11,81,Technology not applicable to this business,294,3560
11,81,No factors adversely affected the adoption of this technology,0,0
12,81,Technology was too expensive,2214,13340
12,81,Technology was not mature,0,0
12,81,Lacked access to required data,0,0
12,81,Required data not reliable,0,0
12,81,Lacked access to required human capital and talent,0,0
12,81,Laws and regulations,0,0
12,81,Concerns regarding safety and security (physical security and/or cyber security),143,3125
12,81,Lacked access to capital,357,2979
12,81,Technology not applicable to this business,12287,62041
12,81,No factors adversely affected the adoption of this technology,9466,53283
13,81,Technology was too expensive,645,3447
13,81,Technology was not mature,0,0
13,81,Lacked access to required data,0,0
13,81,Required data not reliable,0,0
13,81,Lacked access to required human capital and talent,0,0
13,81,Laws and regulations,0,0
13,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
13,81,Lacked access to capital,0,0
13,81,Technology not applicable to this business,4920,30916
13,81,No factors adversely affected the adoption of this technology,3741,32297
15,81,Technology was too expensive,0,0
15,81,Technology was not mature,0,0
15,81,Lacked access to required data,0,0
15,81,Required data not reliable,0,0
15,81,Lacked access to required human capital and talent,0,0
15,81,Technology not applicable to this business,479,3180
15,81,Laws and regulations,0,0
15,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
15,81,Lacked access to capital,0,0
15,81,No factors adversely affected the adoption of this technology,335,1766
16,81,Technology was too expensive,0,0
16,81,Technology was not mature,0,0
16,81,Lacked access to required data,0,0
16,81,Required data not reliable,0,0
16,81,Lacked access to required human capital and talent,0,0
16,81,Laws and regulations,0,0
16,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
16,81,Lacked access to capital,0,0
16,81,Technology not applicable to this business,1189,5555
16,81,No factors adversely affected the adoption of this technology,993,3238
17,81,Technology was too expensive,1306,9925
17,81,Technology was not mature,127,4683
17,81,Lacked access to required data,0,0
17,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
17,81,Required data not reliable,0,0
17,81,Lacked access to required human capital and talent,0,0
17,81,Laws and regulations,0,0
17,81,Lacked access to capital,0,0
17,81,Technology not applicable to this business,6970,39840
17,81,No factors adversely affected the adoption of this technology,6888,38294
18,81,Technology was too expensive,0,0
18,81,Technology was not mature,0,0
18,81,Lacked access to required data,0,0
18,81,Required data not reliable,0,0
18,81,Lacked access to required human capital and talent,0,0
18,81,Laws and regulations,0,0
18,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
18,81,Lacked access to capital,0,0
18,81,Technology not applicable to this business,3685,23682
18,81,No factors adversely affected the adoption of this technology,2930,20241
19,81,Technology was too expensive,0,0
19,81,Technology was not mature,0,0
19,81,Lacked access to required data,0,0
19,81,Required data not reliable,0,0
19,81,Lacked access to required human capital and talent,0,0
19,81,Laws and regulations,0,0
19,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
19,81,Lacked access to capital,0,0
19,81,Technology not applicable to this business,2289,8979
19,81,No factors adversely affected the adoption of this technology,1931,10416
20,81,Technology was too expensive,0,0
20,81,Technology was not mature,0,0
20,81,Lacked access to required data,0,0
20,81,Required data not reliable,0,0
20,81,Lacked access to required human capital and talent,0,0
20,81,Laws and regulations,0,0
20,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
20,81,Lacked access to capital,0,0
20,81,Technology not applicable to this business,1513,7536
20,81,No factors adversely affected the adoption of this technology,1425,11826
21,81,Technology was too expensive,447,2410
21,81,Technology was not mature,0,0
21,81,Lacked access to required data,0,0
21,81,Required data not reliable,0,0
21,81,Lacked access to required human capital and talent,0,0
21,81,Laws and regulations,0,0
21,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
21,81,Lacked access to capital,0,0
21,81,Technology not applicable to this business,1625,10753
21,81,No factors adversely affected the adoption of this technology,2361,20774
23,81,Technology was too expensive,0,0
23,81,Technology was not mature,0,0
23,81,Lacked access to required data,0,0
23,81,Required data not reliable,0,0
23,81,Lacked access to required human capital and talent,0,0
23,81,Laws and regulations,0,0
